#CAMI Format for Binning
@Version:0.9.0
@SampleID:gsa
@@SEQUENCEID	BINID
RL|S1|C1232	12
RL|S1|C1245	12
RL|S1|C1263	12
RL|S1|C1282	12
RL|S1|C1300	12
RL|S1|C1329	12
RL|S1|C1337	12
RL|S1|C1354	12
RL|S1|C1378	12
RL|S1|C1381	12
RL|S1|C1390	12
RL|S1|C1408	12
RL|S1|C1415	12
RL|S1|C1420	12
RL|S1|C1462	12
RL|S1|C1466	12
RL|S1|C1470	12
RL|S1|C1472	12
RL|S1|C1480	12
RL|S1|C1481	12
RL|S1|C1485	12
RL|S1|C1497	12
RL|S1|C1500	12
RL|S1|C1502	12
RL|S1|C1562	12
RL|S1|C1565	12
RL|S1|C1570	12
RL|S1|C1579	12
RL|S1|C1588	12
RL|S1|C1593	12
RL|S1|C1604	12
RL|S1|C1608	12
RL|S1|C1621	12
RL|S1|C1629	12
RL|S1|C1631	12
RL|S1|C1632	12
RL|S1|C1633	12
RL|S1|C1635	12
RL|S1|C1638	12
RL|S1|C1647	12
RL|S1|C1657	12
RL|S1|C1661	12
RL|S1|C1675	12
RL|S1|C1695	12
RL|S1|C1701	12
RL|S1|C1703	12
RL|S1|C1704	12
RL|S1|C1710	12
RL|S1|C1730	12
RL|S1|C1738	12
RL|S1|C1788	12
RL|S1|C1807	12
RL|S1|C1808	12
RL|S1|C1814	12
RL|S1|C1820	12
RL|S1|C1840	12
RL|S1|C1847	12
RL|S1|C1867	12
RL|S1|C1873	12
RL|S1|C1877	12
RL|S1|C1878	12
RL|S1|C1886	12
RL|S1|C1895	12
RL|S1|C1917	12
RL|S1|C1924	12
RL|S1|C1937	12
RL|S1|C1950	12
RL|S1|C1954	12
RL|S1|C1968	12
RL|S1|C1976	12
RL|S1|C1980	12
RL|S1|C1983	12
RL|S1|C2000	12
RL|S1|C2005	12
RL|S1|C2017	12
RL|S1|C2026	12
RL|S1|C2027	12
RL|S1|C2028	12
RL|S1|C2033	12
RL|S1|C2045	12
RL|S1|C2065	12
RL|S1|C2068	12
RL|S1|C2077	12
RL|S1|C2080	12
RL|S1|C2106	12
RL|S1|C2108	12
RL|S1|C2110	12
RL|S1|C2121	12
RL|S1|C2132	12
RL|S1|C2137	12
RL|S1|C2154	12
RL|S1|C2176	12
RL|S1|C2201	12
RL|S1|C2203	12
RL|S1|C2219	12
RL|S1|C2243	12
RL|S1|C2260	12
RL|S1|C2261	12
RL|S1|C2289	12
RL|S1|C2299	12
RL|S1|C2302	12
RL|S1|C2303	12
RL|S1|C2309	12
RL|S1|C2326	12
RL|S1|C2342	12
RL|S1|C2365	12
RL|S1|C2387	12
RL|S1|C2396	12
RL|S1|C2404	12
RL|S1|C2411	12
RL|S1|C2440	12
RL|S1|C2454	12
RL|S1|C2486	12
RL|S1|C2504	12
RL|S1|C2516	12
RL|S1|C2517	12
RL|S1|C2545	12
RL|S1|C2548	12
RL|S1|C2551	12
RL|S1|C2558	12
RL|S1|C2569	12
RL|S1|C2581	12
RL|S1|C2583	12
RL|S1|C2584	12
RL|S1|C2588	12
RL|S1|C2616	12
RL|S1|C2626	12
RL|S1|C2634	12
RL|S1|C2640	12
RL|S1|C2642	12
RL|S1|C2675	12
RL|S1|C2679	12
RL|S1|C2689	12
RL|S1|C2692	12
RL|S1|C2699	12
RL|S1|C2707	12
RL|S1|C2720	12
RL|S1|C2725	12
RL|S1|C2732	12
RL|S1|C2734	12
RL|S1|C2747	12
RL|S1|C2760	12
RL|S1|C2773	12
RL|S1|C2777	12
RL|S1|C2790	12
RL|S1|C2799	12
RL|S1|C2807	12
RL|S1|C2851	12
RL|S1|C2871	12
RL|S1|C2873	12
RL|S1|C2903	12
RL|S1|C2911	12
RL|S1|C2923	12
RL|S1|C2933	12
RL|S1|C2936	12
RL|S1|C2948	12
RL|S1|C2965	12
RL|S1|C2975	12
RL|S1|C2981	12
RL|S1|C2991	12
RL|S1|C2999	12
RL|S1|C3004	12
RL|S1|C3007	12
RL|S1|C3021	12
RL|S1|C3026	12
RL|S1|C3061	12
RL|S1|C3072	12
RL|S1|C3074	12
RL|S1|C3079	12
RL|S1|C3085	12
RL|S1|C3093	12
RL|S1|C3098	12
RL|S1|C3112	12
RL|S1|C3116	12
RL|S1|C3121	12
RL|S1|C3155	12
RL|S1|C3166	12
RL|S1|C3172	12
RL|S1|C3200	12
RL|S1|C3211	12
RL|S1|C3224	12
RL|S1|C3237	12
RL|S1|C3260	12
RL|S1|C3267	12
RL|S1|C3293	12
RL|S1|C3308	12
RL|S1|C3317	12
RL|S1|C3330	12
RL|S1|C3344	12
RL|S1|C3347	12
RL|S1|C3356	12
RL|S1|C3366	12
RL|S1|C3396	12
RL|S1|C3399	12
RL|S1|C3407	12
RL|S1|C3412	12
RL|S1|C3414	12
RL|S1|C3424	12
RL|S1|C3427	12
RL|S1|C3437	12
RL|S1|C3446	12
RL|S1|C3479	12
RL|S1|C3483	12
RL|S1|C3502	12
RL|S1|C3510	12
RL|S1|C3514	12
RL|S1|C3542	12
RL|S1|C3547	12
RL|S1|C3575	12
RL|S1|C3611	12
RL|S1|C3614	12
RL|S1|C3666	12
RL|S1|C3667	12
RL|S1|C3673	12
RL|S1|C3675	12
RL|S1|C3676	12
RL|S1|C3692	12
RL|S1|C3707	12
RL|S1|C3720	12
RL|S1|C3733	12
RL|S1|C3744	12
RL|S1|C3747	12
RL|S1|C3757	12
RL|S1|C3800	12
RL|S1|C3804	12
RL|S1|C3843	12
RL|S1|C3845	12
RL|S1|C3846	12
RL|S1|C3856	12
RL|S1|C3859	12
RL|S1|C3882	12
RL|S1|C3935	12
RL|S1|C3937	12
RL|S1|C3946	12
RL|S1|C3959	12
RL|S1|C3963	12
RL|S1|C3970	12
RL|S1|C3975	12
RL|S1|C3976	12
RL|S1|C3982	12
RL|S1|C3994	12
RL|S1|C3997	12
RL|S1|C4027	12
RL|S1|C4042	12
RL|S1|C4045	12
RL|S1|C4082	12
RL|S1|C4091	12
RL|S1|C4106	12
RL|S1|C4107	12
RL|S1|C4112	12
RL|S1|C4116	12
RL|S1|C4127	12
RL|S1|C4131	12
RL|S1|C4142	12
RL|S1|C4150	12
RL|S1|C4161	12
RL|S1|C4197	12
RL|S1|C4213	12
RL|S1|C4214	12
RL|S1|C4225	12
RL|S1|C4236	12
RL|S1|C4244	12
RL|S1|C4269	12
RL|S1|C4281	12
RL|S1|C4282	12
RL|S1|C4298	12
RL|S1|C4299	12
RL|S1|C4327	12
RL|S1|C4348	12
RL|S1|C4352	12
RL|S1|C4363	12
RL|S1|C4367	12
RL|S1|C4375	12
RL|S1|C4379	12
RL|S1|C4380	12
RL|S1|C4382	12
RL|S1|C4398	12
RL|S1|C4426	12
RL|S1|C4436	12
RL|S1|C4440	12
RL|S1|C4458	12
RL|S1|C4471	12
RL|S1|C4473	12
RL|S1|C4489	12
RL|S1|C4496	12
RL|S1|C4516	12
RL|S1|C4519	12
RL|S1|C4525	12
RL|S1|C4544	12
RL|S1|C4548	12
RL|S1|C4565	12
RL|S1|C4570	12
RL|S1|C4583	12
RL|S1|C4604	12
RL|S1|C4610	12
RL|S1|C4614	12
RL|S1|C4625	12
RL|S1|C4629	12
RL|S1|C4638	12
RL|S1|C4646	12
RL|S1|C4655	12
RL|S1|C4659	12
RL|S1|C4667	12
RL|S1|C4694	12
RL|S1|C4696	12
RL|S1|C4705	12
RL|S1|C4741	12
RL|S1|C4745	12
RL|S1|C4750	12
RL|S1|C4751	12
RL|S1|C4762	12
RL|S1|C4767	12
RL|S1|C4776	12
RL|S1|C4780	12
RL|S1|C4781	12
RL|S1|C4794	12
RL|S1|C4796	12
RL|S1|C4801	12
RL|S1|C4814	12
RL|S1|C4818	12
RL|S1|C4820	12
RL|S1|C4824	12
RL|S1|C4836	12
RL|S1|C4844	12
RL|S1|C4886	12
RL|S1|C4888	12
RL|S1|C4916	12
RL|S1|C4932	12
RL|S1|C4937	12
RL|S1|C4959	12
RL|S1|C4984	12
RL|S1|C4985	12
RL|S1|C5001	12
RL|S1|C5006	12
RL|S1|C5009	12
RL|S1|C5028	12
RL|S1|C5036	12
RL|S1|C5062	12
RL|S1|C5070	12
RL|S1|C5074	12
RL|S1|C5112	12
RL|S1|C5125	12
RL|S1|C5137	12
RL|S1|C5161	12
RL|S1|C5167	12
RL|S1|C5184	12
RL|S1|C5210	12
RL|S1|C5224	12
RL|S1|C5238	12
RL|S1|C5261	12
RL|S1|C5280	12
RL|S1|C5282	12
RL|S1|C5283	12
RL|S1|C5292	12
RL|S1|C5296	12
RL|S1|C5319	12
RL|S1|C5324	12
RL|S1|C5330	12
RL|S1|C5338	12
RL|S1|C5345	12
RL|S1|C5350	12
RL|S1|C5352	12
RL|S1|C5362	12
RL|S1|C5378	12
RL|S1|C5382	12
RL|S1|C5384	12
RL|S1|C5387	12
RL|S1|C5402	12
RL|S1|C5404	12
RL|S1|C5411	12
RL|S1|C5412	12
RL|S1|C5418	12
RL|S1|C5429	12
RL|S1|C5446	12
RL|S1|C5462	12
RL|S1|C5476	12
RL|S1|C5477	12
RL|S1|C5489	12
RL|S1|C5491	12
RL|S1|C5496	12
RL|S1|C5500	12
RL|S1|C5509	12
RL|S1|C5513	12
RL|S1|C5520	12
RL|S1|C5528	12
RL|S1|C5530	12
RL|S1|C5531	12
RL|S1|C5543	12
RL|S1|C5545	12
RL|S1|C5560	12
RL|S1|C5593	12
RL|S1|C5597	12
RL|S1|C5599	12
RL|S1|C5603	12
RL|S1|C5610	12
RL|S1|C5628	12
RL|S1|C5629	12
RL|S1|C5636	12
RL|S1|C5637	12
RL|S1|C5657	12
RL|S1|C5672	12
RL|S1|C5683	12
RL|S1|C5694	12
RL|S1|C5698	12
RL|S1|C5722	12
RL|S1|C5727	12
RL|S1|C5746	12
RL|S1|C5758	12
RL|S1|C5775	12
RL|S1|C5776	12
RL|S1|C5807	12
RL|S1|C5816	12
RL|S1|C5819	12
RL|S1|C5827	12
RL|S1|C5836	12
RL|S1|C5846	12
RL|S1|C5857	12
RL|S1|C5867	12
RL|S1|C5890	12
RL|S1|C5906	12
RL|S1|C5913	12
RL|S1|C5918	12
RL|S1|C5923	12
RL|S1|C5934	12
RL|S1|C5943	12
RL|S1|C5979	12
RL|S1|C5987	12
RL|S1|C6009	12
RL|S1|C6015	12
RL|S1|C6020	12
RL|S1|C6032	12
RL|S1|C6039	12
RL|S1|C6068	12
RL|S1|C6083	12
RL|S1|C6085	12
RL|S1|C6086	12
RL|S1|C6103	12
RL|S1|C6116	12
RL|S1|C6117	12
RL|S1|C6161	12
RL|S1|C6164	12
RL|S1|C6167	12
RL|S1|C6169	12
RL|S1|C6185	12
RL|S1|C6196	12
RL|S1|C6197	12
RL|S1|C6218	12
RL|S1|C6226	12
RL|S1|C6228	12
RL|S1|C6232	12
RL|S1|C6237	12
RL|S1|C6242	12
RL|S1|C6253	12
RL|S1|C6254	12
RL|S1|C6263	12
RL|S1|C6270	12
RL|S1|C6295	12
RL|S1|C6327	12
RL|S1|C6333	12
RL|S1|C6348	12
RL|S1|C6349	12
RL|S1|C6350	12
RL|S1|C6356	12
RL|S1|C6379	12
RL|S1|C6380	12
RL|S1|C6391	12
RL|S1|C6423	12
RL|S1|C6424	12
RL|S1|C6429	12
RL|S1|C6435	12
RL|S1|C6438	12
RL|S1|C6440	12
RL|S1|C6457	12
RL|S1|C6470	12
RL|S1|C6476	12
RL|S1|C6481	12
RL|S1|C6492	12
RL|S1|C6493	12
RL|S1|C6503	12
RL|S1|C6514	12
RL|S1|C6516	12
RL|S1|C6525	12
RL|S1|C6543	12
RL|S1|C6560	12
RL|S1|C6561	12
RL|S1|C6577	12
RL|S1|C6583	12
RL|S1|C6584	12
RL|S1|C6592	12
RL|S1|C6596	12
RL|S1|C6611	12
RL|S1|C6614	12
RL|S1|C6626	12
RL|S1|C6634	12
RL|S1|C6636	12
RL|S1|C6662	12
RL|S1|C6665	12
RL|S1|C6670	12
RL|S1|C6690	12
RL|S1|C6711	12
RL|S1|C6714	12
RL|S1|C6721	12
RL|S1|C6724	12
RL|S1|C6726	12
RL|S1|C6753	12
RL|S1|C6789	12
RL|S1|C6806	12
RL|S1|C6816	12
RL|S1|C6827	12
RL|S1|C6841	12
RL|S1|C6880	12
RL|S1|C6885	12
RL|S1|C6890	12
RL|S1|C6905	12
RL|S1|C6908	12
RL|S1|C6910	12
RL|S1|C6923	12
RL|S1|C6927	12
RL|S1|C6934	12
RL|S1|C6938	12
RL|S1|C6962	12
RL|S1|C6983	12
RL|S1|C6989	12
RL|S1|C6993	12
RL|S1|C6994	12
RL|S1|C7017	12
RL|S1|C7024	12
RL|S1|C7033	12
RL|S1|C7042	12
RL|S1|C7077	12
RL|S1|C7081	12
RL|S1|C7102	12
RL|S1|C7107	12
RL|S1|C7119	12
RL|S1|C7121	12
RL|S1|C7122	12
RL|S1|C7124	12
RL|S1|C7126	12
RL|S1|C7129	12
RL|S1|C7136	12
RL|S1|C7181	12
RL|S1|C7183	12
RL|S1|C7188	12
RL|S1|C7189	12
RL|S1|C7191	12
RL|S1|C7213	12
RL|S1|C7216	12
RL|S1|C7219	12
RL|S1|C7227	12
RL|S1|C7237	12
RL|S1|C7243	12
RL|S1|C7249	12
RL|S1|C7268	12
RL|S1|C7279	12
RL|S1|C7317	12
RL|S1|C7318	12
RL|S1|C7321	12
RL|S1|C7323	12
RL|S1|C7338	12
RL|S1|C7349	12
RL|S1|C7362	12
RL|S1|C7384	12
RL|S1|C7416	12
RL|S1|C7427	12
RL|S1|C7448	12
RL|S1|C7460	12
RL|S1|C7461	12
RL|S1|C7471	12
RL|S1|C7477	12
RL|S1|C7494	12
RL|S1|C7536	12
RL|S1|C7538	12
RL|S1|C7543	12
RL|S1|C7546	12
RL|S1|C7549	12
RL|S1|C7559	12
RL|S1|C7562	12
RL|S1|C7563	12
RL|S1|C7574	12
RL|S1|C7575	12
RL|S1|C7579	12
RL|S1|C7600	12
RL|S1|C7609	12
RL|S1|C7647	12
RL|S1|C7665	12
RL|S1|C7669	12
RL|S1|C7686	12
RL|S1|C7687	12
RL|S1|C7698	12
RL|S1|C7703	12
RL|S1|C7716	12
RL|S1|C7723	12
RL|S1|C7725	12
RL|S1|C7726	12
RL|S1|C7727	12
RL|S1|C7730	12
RL|S1|C7742	12
RL|S1|C7745	12
RL|S1|C7774	12
RL|S1|C7793	12
RL|S1|C7817	12
RL|S1|C7839	12
RL|S1|C7845	12
RL|S1|C7849	12
RL|S1|C7858	12
RL|S1|C7910	12
RL|S1|C7926	12
RL|S1|C7936	12
RL|S1|C7944	12
RL|S1|C7964	12
RL|S1|C7965	12
RL|S1|C7983	12
RL|S1|C8030	12
RL|S1|C8032	12
RL|S1|C8033	12
RL|S1|C8046	12
RL|S1|C8063	12
RL|S1|C8072	12
RL|S1|C8080	12
RL|S1|C8098	12
RL|S1|C8109	12
RL|S1|C8115	12
RL|S1|C8123	12
RL|S1|C8138	12
RL|S1|C8142	12
RL|S1|C8148	12
RL|S1|C8152	12
RL|S1|C8168	12
RL|S1|C8173	12
RL|S1|C8175	12
RL|S1|C8176	12
RL|S1|C8189	12
RL|S1|C8192	12
RL|S1|C8198	12
RL|S1|C8209	12
RL|S1|C8210	12
RL|S1|C8216	12
RL|S1|C8237	12
RL|S1|C8241	12
RL|S1|C8252	12
RL|S1|C8263	12
RL|S1|C8276	12
RL|S1|C8280	12
RL|S1|C8281	12
RL|S1|C8289	12
RL|S1|C8297	12
RL|S1|C8310	12
RL|S1|C8311	12
RL|S1|C8314	12
RL|S1|C8319	12
RL|S1|C8321	12
RL|S1|C8333	12
RL|S1|C8334	12
RL|S1|C8347	12
RL|S1|C8354	12
RL|S1|C8374	12
RL|S1|C8375	12
RL|S1|C8381	12
RL|S1|C8399	12
RL|S1|C8409	12
RL|S1|C8427	12
RL|S1|C8435	12
RL|S1|C8451	12
RL|S1|C8460	12
RL|S1|C8465	12
RL|S1|C8466	12
RL|S1|C8473	12
RL|S1|C8508	12
RL|S1|C8509	12
RL|S1|C8511	12
RL|S1|C8525	12
RL|S1|C8527	12
RL|S1|C8532	12
RL|S1|C8537	12
RL|S1|C8542	12
RL|S1|C8584	12
RL|S1|C8585	12
RL|S1|C8593	12
RL|S1|C8605	12
RL|S1|C8607	12
RL|S1|C8609	12
RL|S1|C8632	12
RL|S1|C8643	12
RL|S1|C8650	12
RL|S1|C8654	12
RL|S1|C8659	12
RL|S1|C8665	12
RL|S1|C8684	12
RL|S1|C8709	12
RL|S1|C8715	12
RL|S1|C8726	12
RL|S1|C8727	12
RL|S1|C8732	12
RL|S1|C8748	12
RL|S1|C8755	12
RL|S1|C8801	12
RL|S1|C8829	12
RL|S1|C8860	12
RL|S1|C8873	12
RL|S1|C8899	12
RL|S1|C8927	12
RL|S1|C8928	12
RL|S1|C8950	12
RL|S1|C8972	12
RL|S1|C8976	12
RL|S1|C8977	12
RL|S1|C8982	12
RL|S1|C8994	12
RL|S1|C9053	12
RL|S1|C9076	12
RL|S1|C9081	12
RL|S1|C9099	12
RL|S1|C9104	12
RL|S1|C9125	12
RL|S1|C9136	12
RL|S1|C9137	12
RL|S1|C9138	12
RL|S1|C9146	12
RL|S1|C9176	12
RL|S1|C9177	12
RL|S1|C9185	12
RL|S1|C9186	12
RL|S1|C9202	12
RL|S1|C9209	12
RL|S1|C9218	12
RL|S1|C9226	12
RL|S1|C9233	12
RL|S1|C9237	12
RL|S1|C9248	12
RL|S1|C9277	12
RL|S1|C9285	12
RL|S1|C9287	12
RL|S1|C9300	12
RL|S1|C9301	12
RL|S1|C9303	12
RL|S1|C9310	12
RL|S1|C9321	12
RL|S1|C9327	12
RL|S1|C9339	12
RL|S1|C9343	12
RL|S1|C9354	12
RL|S1|C9375	12
RL|S1|C9381	12
RL|S1|C9397	12
RL|S1|C9431	12
RL|S1|C9436	12
RL|S1|C9444	12
RL|S1|C9461	12
RL|S1|C9493	12
RL|S1|C9499	12
RL|S1|C9507	12
RL|S1|C9511	12
RL|S1|C9531	12
RL|S1|C9540	12
RL|S1|C9547	12
RL|S1|C9550	12
RL|S1|C9569	12
RL|S1|C9571	12
RL|S1|C9588	12
RL|S1|C9594	12
RL|S1|C9603	12
RL|S1|C9614	12
RL|S1|C9618	12
RL|S1|C9619	12
RL|S1|C9625	12
RL|S1|C9632	12
RL|S1|C9645	12
RL|S1|C9675	12
RL|S1|C9678	12
RL|S1|C9680	12
RL|S1|C9688	12
RL|S1|C9691	12
RL|S1|C9696	12
RL|S1|C9713	12
RL|S1|C9726	12
RL|S1|C9757	12
RL|S1|C9775	12
RL|S1|C9777	12
RL|S1|C9778	12
RL|S1|C9798	12
RL|S1|C9805	12
RL|S1|C9809	12
RL|S1|C9815	12
RL|S1|C9816	12
RL|S1|C9823	12
RL|S1|C9824	12
RL|S1|C9832	12
RL|S1|C9837	12
RL|S1|C9846	12
RL|S1|C9855	12
RL|S1|C9890	12
RL|S1|C9907	12
RL|S1|C9910	12
RL|S1|C9915	12
RL|S1|C9927	12
RL|S1|C9943	12
RL|S1|C9951	12
RL|S1|C9967	12
RL|S1|C9976	12
RL|S1|C9986	12
RL|S1|C9987	12
RL|S1|C10008	12
RL|S1|C10017	12
RL|S1|C10026	12
RL|S1|C10028	12
RL|S1|C10037	12
RL|S1|C10046	12
RL|S1|C10047	12
RL|S1|C10060	12
RL|S1|C10069	12
RL|S1|C10073	12
RL|S1|C10083	12
RL|S1|C10084	12
RL|S1|C10093	12
RL|S1|C10096	12
RL|S1|C10103	12
RL|S1|C10104	12
RL|S1|C10124	12
RL|S1|C10127	12
RL|S1|C10153	12
RL|S1|C10162	12
RL|S1|C10173	12
RL|S1|C10175	12
RL|S1|C10207	12
RL|S1|C10221	12
RL|S1|C10225	12
RL|S1|C10226	12
RL|S1|C10230	12
RL|S1|C10235	12
RL|S1|C10236	12
RL|S1|C10240	12
RL|S1|C10246	12
RL|S1|C10267	12
RL|S1|C10271	12
RL|S1|C10286	12
RL|S1|C10299	12
RL|S1|C10303	12
RL|S1|C10306	12
RL|S1|C10313	12
RL|S1|C10328	12
RL|S1|C10349	12
RL|S1|C10355	12
RL|S1|C10365	12
RL|S1|C10386	12
RL|S1|C10391	12
RL|S1|C10392	12
RL|S1|C10394	12
RL|S1|C10395	12
RL|S1|C10397	12
RL|S1|C10398	12
RL|S1|C10434	12
RL|S1|C10437	12
RL|S1|C10461	12
RL|S1|C10473	12
RL|S1|C10474	12
RL|S1|C10488	12
RL|S1|C10492	12
RL|S1|C10515	12
RL|S1|C10518	12
RL|S1|C10530	12
RL|S1|C10536	12
RL|S1|C10537	12
RL|S1|C10548	12
RL|S1|C10598	12
RL|S1|C10610	12
RL|S1|C10611	12
RL|S1|C10616	12
RL|S1|C10630	12
RL|S1|C10647	12
RL|S1|C10654	12
RL|S1|C10736	12
RL|S1|C10738	12
RL|S1|C10755	12
RL|S1|C10758	12
RL|S1|C10777	12
RL|S1|C10785	12
RL|S1|C10804	12
RL|S1|C10813	12
RL|S1|C10822	12
RL|S1|C10855	12
RL|S1|C10861	12
RL|S1|C10866	12
RL|S1|C10882	12
RL|S1|C10884	12
RL|S1|C10889	12
RL|S1|C10894	12
RL|S1|C10904	12
RL|S1|C10930	12
RL|S1|C10935	12
RL|S1|C10937	12
RL|S1|C10965	12
RL|S1|C10991	12
RL|S1|C10995	12
RL|S1|C11020	12
RL|S1|C11022	12
RL|S1|C11053	12
RL|S1|C11090	12
RL|S1|C11102	12
RL|S1|C11103	12
RL|S1|C11108	12
RL|S1|C11128	12
RL|S1|C11131	12
RL|S1|C11141	12
RL|S1|C11144	12
RL|S1|C11156	12
RL|S1|C11158	12
RL|S1|C11169	12
RL|S1|C11200	12
RL|S1|C11204	12
RL|S1|C11212	12
RL|S1|C11221	12
RL|S1|C11226	12
RL|S1|C11262	12
RL|S1|C11278	12
RL|S1|C11282	12
RL|S1|C11325	12
RL|S1|C11348	12
RL|S1|C11361	12
RL|S1|C11365	12
RL|S1|C11375	12
RL|S1|C11386	12
RL|S1|C11387	12
RL|S1|C11392	12
RL|S1|C11396	12
RL|S1|C11404	12
RL|S1|C11406	12
RL|S1|C11418	12
RL|S1|C11433	12
RL|S1|C11449	12
RL|S1|C11470	12
RL|S1|C11483	12
RL|S1|C11498	12
RL|S1|C11513	12
RL|S1|C11521	12
RL|S1|C11534	12
RL|S1|C11535	12
RL|S1|C11537	12
RL|S1|C11544	12
RL|S1|C11545	12
RL|S1|C11546	12
RL|S1|C11558	12
RL|S1|C11571	12
RL|S1|C11572	12
RL|S1|C11577	12
RL|S1|C11582	12
RL|S1|C11600	12
RL|S1|C11606	12
RL|S1|C11607	12
RL|S1|C11614	12
RL|S1|C11618	12
RL|S1|C11621	12
RL|S1|C11660	12
RL|S1|C11678	12
RL|S1|C11708	12
RL|S1|C11710	12
RL|S1|C11722	12
RL|S1|C11740	12
RL|S1|C11742	12
RL|S1|C11767	12
RL|S1|C11777	12
RL|S1|C11785	12
RL|S1|C11796	12
RL|S1|C11797	12
RL|S1|C11799	12
RL|S1|C11801	12
RL|S1|C11811	12
RL|S1|C11813	12
RL|S1|C11835	12
RL|S1|C11844	12
RL|S1|C11854	12
RL|S1|C11873	12
RL|S1|C11883	12
RL|S1|C11905	12
RL|S1|C11934	12
RL|S1|C11937	12
RL|S1|C11947	12
RL|S1|C11956	12
RL|S1|C11962	12
RL|S1|C11979	12
RL|S1|C11991	12
RL|S1|C11992	12
RL|S1|C12001	12
RL|S1|C12010	12
RL|S1|C12011	12
RL|S1|C12017	12
RL|S1|C12035	12
RL|S1|C12072	12
RL|S1|C12075	12
RL|S1|C12077	12
RL|S1|C12078	12
RL|S1|C12085	12
RL|S1|C12091	12
RL|S1|C12096	12
RL|S1|C12097	12
RL|S1|C12102	12
RL|S1|C12118	12
RL|S1|C12130	12
RL|S1|C12143	12
RL|S1|C12146	12
RL|S1|C12151	12
RL|S1|C12176	12
RL|S1|C12184	12
RL|S1|C12188	12
RL|S1|C12190	12
RL|S1|C12197	12
RL|S1|C12227	12
RL|S1|C12237	12
RL|S1|C12244	12
RL|S1|C12245	12
RL|S1|C12256	12
RL|S1|C12260	12
RL|S1|C12268	12
RL|S1|C12269	12
RL|S1|C12272	12
RL|S1|C12284	12
RL|S1|C12287	12
RL|S1|C12290	12
RL|S1|C12294	12
RL|S1|C12308	12
RL|S1|C12313	12
RL|S1|C12322	12
RL|S1|C12339	12
RL|S1|C12343	12
RL|S1|C12355	12
RL|S1|C12363	12
RL|S1|C12394	12
RL|S1|C12398	12
RL|S1|C12407	12
RL|S1|C12416	12
RL|S1|C12433	12
RL|S1|C12443	12
RL|S1|C12472	12
RL|S1|C12488	12
RL|S1|C12506	12
RL|S1|C12511	12
RL|S1|C12517	12
RL|S1|C12526	12
RL|S1|C12527	12
RL|S1|C12534	12
RL|S1|C12536	12
RL|S1|C12550	12
RL|S1|C12577	12
RL|S1|C12596	12
RL|S1|C12599	12
RL|S1|C12611	12
RL|S1|C12616	12
RL|S1|C12633	12
RL|S1|C12636	12
RL|S1|C12648	12
RL|S1|C12662	12
RL|S1|C12668	12
RL|S1|C12671	12
RL|S1|C12702	12
RL|S1|C12719	12
RL|S1|C12722	12
RL|S1|C12731	12
RL|S1|C12734	12
RL|S1|C12739	12
RL|S1|C12750	12
RL|S1|C12752	12
RL|S1|C12756	12
RL|S1|C12757	12
RL|S1|C12761	12
RL|S1|C12772	12
RL|S1|C12793	12
RL|S1|C12797	12
RL|S1|C12803	12
RL|S1|C12823	12
RL|S1|C12840	12
RL|S1|C12843	12
RL|S1|C12888	12
RL|S1|C12917	12
RL|S1|C12922	12
RL|S1|C12923	12
RL|S1|C12934	12
RL|S1|C12935	12
RL|S1|C12945	12
RL|S1|C12952	12
RL|S1|C12961	12
RL|S1|C12979	12
RL|S1|C12981	12
RL|S1|C13002	12
RL|S1|C13012	12
RL|S1|C13016	12
RL|S1|C13019	12
RL|S1|C13020	12
RL|S1|C13058	12
RL|S1|C13066	12
RL|S1|C13070	12
RL|S1|C13081	12
RL|S1|C13087	12
RL|S1|C13104	12
RL|S1|C13105	12
RL|S1|C13108	12
RL|S1|C13116	12
RL|S1|C13137	12
RL|S1|C13141	12
RL|S1|C13148	12
RL|S1|C13160	12
RL|S1|C13181	12
RL|S1|C13188	12
RL|S1|C13191	12
RL|S1|C13204	12
RL|S1|C13207	12
RL|S1|C13222	12
RL|S1|C13229	12
RL|S1|C13233	12
RL|S1|C13235	12
RL|S1|C13241	12
RL|S1|C13242	12
RL|S1|C13243	12
RL|S1|C13244	12
RL|S1|C13248	12
RL|S1|C13252	12
RL|S1|C13265	12
RL|S1|C13270	12
RL|S1|C13275	12
RL|S1|C13290	12
RL|S1|C13296	12
RL|S1|C13298	12
RL|S1|C13308	12
RL|S1|C13319	12
RL|S1|C13348	12
RL|S1|C13365	12
RL|S1|C13369	12
RL|S1|C13374	12
RL|S1|C13375	12
RL|S1|C13379	12
RL|S1|C13388	12
RL|S1|C13397	12
RL|S1|C13399	12
RL|S1|C13410	12
RL|S1|C13414	12
RL|S1|C13416	12
RL|S1|C13423	12
RL|S1|C13448	12
RL|S1|C13480	12
RL|S1|C13491	12
RL|S1|C13522	12
RL|S1|C13527	12
RL|S1|C13539	12
RL|S1|C13542	12
RL|S1|C13554	12
RL|S1|C13601	12
RL|S1|C13605	12
RL|S1|C13610	12
RL|S1|C13618	12
RL|S1|C13623	12
RL|S1|C13628	12
RL|S1|C13639	12
RL|S1|C13684	12
RL|S1|C13687	12
RL|S1|C13692	12
RL|S1|C13695	12
RL|S1|C13700	12
RL|S1|C13704	12
RL|S1|C13745	12
RL|S1|C13746	12
RL|S1|C13749	12
RL|S1|C13758	12
RL|S1|C13776	12
RL|S1|C13783	12
