#CAMI Format for Binning
@Version:0.9.0
@SampleID:_SAMPLEID_
@@SEQUENCEID	BINID	TAXID
RL|S1|C17128	14	1736522
RL|S1|C17237	14	1736522
RL|S1|C17826	14	1736522
RL|S1|C17852	14	1736522
RL|S1|C18312	14	1736522
RL|S1|C19121	14	1736522
RL|S1|C328	15	404881
RL|S1|C3296	15	404881
RL|S1|C5475	15	404881
RL|S1|C7045	15	404881
RL|S1|C7707	15	404881
RL|S1|C7829	15	404881
RL|S1|C9205	15	404881
RL|S1|C10012	15	404881
RL|S1|C11166	15	404881
RL|S1|C11379	15	404881
RL|S1|C15302	15	404881
RL|S1|C17450	15	404881
RL|S1|C18097	15	404881
RL|S1|C18322	15	404881
RL|S1|C19115	15	404881
RL|S1|C66	16	2088
RL|S1|C261	16	2088
RL|S1|C1548	16	2088
RL|S1|C2008	16	2088
RL|S1|C2726	16	2088
RL|S1|C3373	16	2088
RL|S1|C3767	16	2088
RL|S1|C4615	16	2088
RL|S1|C4616	16	2088
RL|S1|C4914	16	2088
RL|S1|C6168	16	2088
RL|S1|C6177	16	2088
RL|S1|C6252	16	2088
RL|S1|C6550	16	2088
RL|S1|C6643	16	2088
RL|S1|C6851	16	2088
RL|S1|C6970	16	2088
RL|S1|C7011	16	2088
RL|S1|C7309	16	2088
RL|S1|C7484	16	2088
RL|S1|C8571	16	2088
RL|S1|C8856	16	2088
RL|S1|C8957	16	2088
RL|S1|C9932	16	2088
RL|S1|C10693	16	2088
RL|S1|C10732	16	2088
RL|S1|C11072	16	2088
RL|S1|C11235	16	2088
RL|S1|C11958	16	2088
RL|S1|C12588	16	2088
RL|S1|C12645	16	2088
RL|S1|C12727	16	2088
RL|S1|C13231	16	2088
RL|S1|C13862	16	2088
RL|S1|C13881	16	2088
RL|S1|C14018	16	2088
RL|S1|C14148	16	2088
RL|S1|C14343	16	2088
RL|S1|C14465	16	2088
RL|S1|C14780	16	2088
RL|S1|C14907	16	2088
RL|S1|C15607	16	2088
RL|S1|C15757	16	2088
RL|S1|C16304	16	2088
RL|S1|C16393	16	2088
RL|S1|C16943	16	2088
RL|S1|C17171	16	2088
RL|S1|C18105	16	2088
RL|S1|C18217	16	2088
RL|S1|C18279	16	2088
RL|S1|C18580	16	2088
RL|S1|C18674	16	2088
RL|S1|C19138	16	2088
RL|S1|C31	17	227138
RL|S1|C280	17	227138
RL|S1|C537	17	227138
RL|S1|C620	17	227138
RL|S1|C725	17	227138
RL|S1|C792	17	227138
RL|S1|C1056	17	227138
RL|S1|C1200	17	227138
RL|S1|C1383	17	227138
RL|S1|C1412	17	227138
RL|S1|C1495	17	227138
RL|S1|C1679	17	227138
RL|S1|C1857	17	227138
RL|S1|C1912	17	227138
RL|S1|C1949	17	227138
RL|S1|C1963	17	227138
RL|S1|C2113	17	227138
RL|S1|C2561	17	227138
RL|S1|C3362	17	227138
RL|S1|C3408	17	227138
RL|S1|C3861	17	227138
RL|S1|C3883	17	227138
RL|S1|C3934	17	227138
RL|S1|C4037	17	227138
RL|S1|C4124	17	227138
RL|S1|C4461	17	227138
RL|S1|C4835	17	227138
RL|S1|C4890	17	227138
RL|S1|C5136	17	227138
RL|S1|C5486	17	227138
RL|S1|C5703	17	227138
RL|S1|C5736	17	227138
RL|S1|C5794	17	227138
RL|S1|C6120	17	227138
RL|S1|C6163	17	227138
RL|S1|C6285	17	227138
RL|S1|C6307	17	227138
RL|S1|C6312	17	227138
RL|S1|C6479	17	227138
RL|S1|C6537	17	227138
RL|S1|C6694	17	227138
RL|S1|C6728	17	227138
RL|S1|C6878	17	227138
RL|S1|C7146	17	227138
RL|S1|C7164	17	227138
RL|S1|C7325	17	227138
RL|S1|C7331	17	227138
RL|S1|C7387	17	227138
RL|S1|C7406	17	227138
RL|S1|C7409	17	227138
RL|S1|C7423	17	227138
RL|S1|C7463	17	227138
RL|S1|C7514	17	227138
RL|S1|C7571	17	227138
RL|S1|C7693	17	227138
RL|S1|C7713	17	227138
RL|S1|C7746	17	227138
RL|S1|C7752	17	227138
RL|S1|C7791	17	227138
RL|S1|C7895	17	227138
RL|S1|C7903	17	227138
RL|S1|C8131	17	227138
RL|S1|C8412	17	227138
RL|S1|C8419	17	227138
RL|S1|C8478	17	227138
RL|S1|C8520	17	227138
RL|S1|C8699	17	227138
RL|S1|C8713	17	227138
RL|S1|C8862	17	227138
RL|S1|C9012	17	227138
RL|S1|C9109	17	227138
RL|S1|C9328	17	227138
RL|S1|C9402	17	227138
RL|S1|C9545	17	227138
RL|S1|C9649	17	227138
RL|S1|C10032	17	227138
RL|S1|C10154	17	227138
RL|S1|C10277	17	227138
RL|S1|C10298	17	227138
RL|S1|C10373	17	227138
RL|S1|C10424	17	227138
RL|S1|C10699	17	227138
RL|S1|C10961	17	227138
RL|S1|C11393	17	227138
RL|S1|C11655	17	227138
RL|S1|C12063	17	227138
RL|S1|C12199	17	227138
RL|S1|C12486	17	227138
RL|S1|C12597	17	227138
RL|S1|C12656	17	227138
RL|S1|C12785	17	227138
RL|S1|C13349	17	227138
RL|S1|C13447	17	227138
RL|S1|C13489	17	227138
RL|S1|C13494	17	227138
RL|S1|C13514	17	227138
RL|S1|C13784	17	227138
RL|S1|C13905	17	227138
RL|S1|C14717	17	227138
RL|S1|C14766	17	227138
RL|S1|C14811	17	227138
RL|S1|C14876	17	227138
RL|S1|C15081	17	227138
RL|S1|C15126	17	227138
RL|S1|C15156	17	227138
RL|S1|C15314	17	227138
RL|S1|C15589	17	227138
RL|S1|C15597	17	227138
RL|S1|C15614	17	227138
RL|S1|C15697	17	227138
RL|S1|C16134	17	227138
RL|S1|C16166	17	227138
RL|S1|C16264	17	227138
RL|S1|C16707	17	227138
RL|S1|C16725	17	227138
RL|S1|C17031	17	227138
RL|S1|C17065	17	227138
RL|S1|C17076	17	227138
RL|S1|C17378	17	227138
RL|S1|C17549	17	227138
RL|S1|C17639	17	227138
RL|S1|C17934	17	227138
RL|S1|C18143	17	227138
RL|S1|C18188	17	227138
RL|S1|C18241	17	227138
RL|S1|C18249	17	227138
RL|S1|C18323	17	227138
RL|S1|C18504	17	227138
RL|S1|C18732	17	227138
RL|S1|C18960	17	227138
RL|S1|C19111	17	227138
RL|S1|C19114	17	227138
RL|S1|C19161	17	227138
RL|S1|C19291	17	227138
RL|S1|C19474	17	227138
RL|S1|C26	18	768650
RL|S1|C54	18	768650
RL|S1|C701	18	768650
RL|S1|C1087	18	768650
RL|S1|C1802	18	768650
RL|S1|C2323	18	768650
RL|S1|C2966	18	768650
RL|S1|C3256	18	768650
RL|S1|C3361	18	768650
RL|S1|C3544	18	768650
RL|S1|C3862	18	768650
RL|S1|C4205	18	768650
RL|S1|C4283	18	768650
RL|S1|C4467	18	768650
RL|S1|C4497	18	768650
RL|S1|C5073	18	768650
RL|S1|C5260	18	768650
RL|S1|C5348	18	768650
RL|S1|C5839	18	768650
RL|S1|C6371	18	768650
RL|S1|C6410	18	768650
RL|S1|C7030	18	768650
RL|S1|C8569	18	768650
RL|S1|C8968	18	768650
RL|S1|C9464	18	768650
RL|S1|C9583	18	768650
RL|S1|C9685	18	768650
RL|S1|C9693	18	768650
RL|S1|C9776	18	768650
RL|S1|C10036	18	768650
RL|S1|C10150	18	768650
RL|S1|C10363	18	768650
RL|S1|C10477	18	768650
RL|S1|C10597	18	768650
RL|S1|C11042	18	768650
RL|S1|C11071	18	768650
RL|S1|C11425	18	768650
RL|S1|C11548	18	768650
RL|S1|C11936	18	768650
RL|S1|C12068	18	768650
RL|S1|C12257	18	768650
RL|S1|C12266	18	768650
RL|S1|C12348	18	768650
RL|S1|C12505	18	768650
RL|S1|C12965	18	768650
RL|S1|C12983	18	768650
RL|S1|C12990	18	768650
RL|S1|C13230	18	768650
RL|S1|C13372	18	768650
RL|S1|C13498	18	768650
RL|S1|C13688	18	768650
RL|S1|C13740	18	768650
RL|S1|C14125	18	768650
RL|S1|C14150	18	768650
RL|S1|C14190	18	768650
RL|S1|C14225	18	768650
RL|S1|C14296	18	768650
RL|S1|C14332	18	768650
RL|S1|C14419	18	768650
RL|S1|C14595	18	768650
RL|S1|C14603	18	768650
RL|S1|C14711	18	768650
RL|S1|C14761	18	768650
RL|S1|C15402	18	768650
RL|S1|C15894	18	768650
RL|S1|C16113	18	768650
RL|S1|C16648	18	768650
RL|S1|C16837	18	768650
RL|S1|C17794	18	768650
RL|S1|C17861	18	768650
RL|S1|C18204	18	768650
RL|S1|C18712	18	768650
RL|S1|C18820	18	768650
RL|S1|C19442	18	768650
RL|S1|C19495	18	768650
RL|S1|C60	19	33986
RL|S1|C748	19	33986
RL|S1|C1037	19	33986
RL|S1|C1501	19	33986
RL|S1|C3049	19	33986
RL|S1|C4203	19	33986
RL|S1|C4500	19	33986
RL|S1|C5063	19	33986
RL|S1|C6814	19	33986
RL|S1|C7010	19	33986
RL|S1|C7474	19	33986
RL|S1|C7565	19	33986
RL|S1|C8001	19	33986
RL|S1|C8023	19	33986
RL|S1|C8602	19	33986
RL|S1|C9292	19	33986
RL|S1|C9347	19	33986
RL|S1|C9671	19	33986
RL|S1|C10438	19	33986
RL|S1|C10727	19	33986
RL|S1|C12411	19	33986
RL|S1|C13979	19	33986
RL|S1|C14507	19	33986
RL|S1|C14989	19	33986
RL|S1|C15238	19	33986
RL|S1|C16600	19	33986
RL|S1|C17673	19	33986
RL|S1|C702	2	33986
RL|S1|C1203	2	33986
RL|S1|C1928	2	33986
RL|S1|C2337	2	33986
RL|S1|C4627	2	33986
RL|S1|C6305	2	33986
RL|S1|C6571	2	33986
RL|S1|C7390	2	33986
RL|S1|C9605	2	33986
RL|S1|C10560	2	33986
RL|S1|C13546	2	33986
RL|S1|C18596	2	33986
RL|S1|C157	20	1121000
RL|S1|C441	20	1121000
RL|S1|C573	20	1121000
RL|S1|C696	20	1121000
RL|S1|C737	20	1121000
RL|S1|C800	20	1121000
RL|S1|C1783	20	1121000
RL|S1|C1792	20	1121000
RL|S1|C2166	20	1121000
RL|S1|C2246	20	1121000
RL|S1|C2825	20	1121000
RL|S1|C3113	20	1121000
RL|S1|C3440	20	1121000
RL|S1|C3629	20	1121000
RL|S1|C3746	20	1121000
RL|S1|C3823	20	1121000
RL|S1|C3907	20	1121000
RL|S1|C4239	20	1121000
RL|S1|C4287	20	1121000
RL|S1|C4515	20	1121000
RL|S1|C4589	20	1121000
RL|S1|C4639	20	1121000
RL|S1|C4774	20	1121000
RL|S1|C4944	20	1121000
RL|S1|C5110	20	1121000
RL|S1|C5781	20	1121000
RL|S1|C6484	20	1121000
RL|S1|C6959	20	1121000
RL|S1|C7032	20	1121000
RL|S1|C7462	20	1121000
RL|S1|C7666	20	1121000
RL|S1|C7778	20	1121000
RL|S1|C7939	20	1121000
RL|S1|C8144	20	1121000
RL|S1|C8368	20	1121000
RL|S1|C8717	20	1121000
RL|S1|C8893	20	1121000
RL|S1|C9297	20	1121000
RL|S1|C9336	20	1121000
RL|S1|C9555	20	1121000
RL|S1|C10692	20	1121000
RL|S1|C10799	20	1121000
RL|S1|C10854	20	1121000
RL|S1|C11044	20	1121000
RL|S1|C11458	20	1121000
RL|S1|C11705	20	1121000
RL|S1|C12166	20	1121000
RL|S1|C12231	20	1121000
RL|S1|C12247	20	1121000
RL|S1|C12251	20	1121000
RL|S1|C13288	20	1121000
RL|S1|C13481	20	1121000
RL|S1|C13545	20	1121000
RL|S1|C13613	20	1121000
RL|S1|C13832	20	1121000
RL|S1|C13931	20	1121000
RL|S1|C14360	20	1121000
RL|S1|C14533	20	1121000
RL|S1|C14746	20	1121000
RL|S1|C14933	20	1121000
RL|S1|C15179	20	1121000
RL|S1|C15213	20	1121000
RL|S1|C15724	20	1121000
RL|S1|C16075	20	1121000
RL|S1|C16316	20	1121000
RL|S1|C16993	20	1121000
RL|S1|C17318	20	1121000
RL|S1|C18561	20	1121000
RL|S1|C18702	20	1121000
RL|S1|C19021	20	1121000
RL|S1|C19338	20	1121000
RL|S1|C17	21	1736522
RL|S1|C23	21	1736522
RL|S1|C49	21	1736522
RL|S1|C61	21	1736522
RL|S1|C82	21	1736522
RL|S1|C85	21	1736522
RL|S1|C90	21	1736522
RL|S1|C92	21	1736522
RL|S1|C105	21	1736522
RL|S1|C108	21	1736522
RL|S1|C139	21	1736522
RL|S1|C156	21	1736522
RL|S1|C178	21	1736522
RL|S1|C201	21	1736522
RL|S1|C202	21	1736522
RL|S1|C214	21	1736522
RL|S1|C231	21	1736522
RL|S1|C237	21	1736522
RL|S1|C244	21	1736522
RL|S1|C247	21	1736522
RL|S1|C283	21	1736522
RL|S1|C287	21	1736522
RL|S1|C291	21	1736522
RL|S1|C292	21	1736522
RL|S1|C293	21	1736522
RL|S1|C295	21	1736522
RL|S1|C300	21	1736522
RL|S1|C316	21	1736522
RL|S1|C334	21	1736522
RL|S1|C384	21	1736522
RL|S1|C410	21	1736522
RL|S1|C439	21	1736522
RL|S1|C443	21	1736522
RL|S1|C444	21	1736522
RL|S1|C445	21	1736522
RL|S1|C446	21	1736522
RL|S1|C447	21	1736522
RL|S1|C456	21	1736522
RL|S1|C462	21	1736522
RL|S1|C463	21	1736522
RL|S1|C466	21	1736522
RL|S1|C490	21	1736522
RL|S1|C493	21	1736522
RL|S1|C507	21	1736522
RL|S1|C511	21	1736522
RL|S1|C519	21	1736522
RL|S1|C547	21	1736522
RL|S1|C549	21	1736522
RL|S1|C550	21	1736522
RL|S1|C596	21	1736522
RL|S1|C604	21	1736522
RL|S1|C605	21	1736522
RL|S1|C612	21	1736522
RL|S1|C626	21	1736522
RL|S1|C629	21	1736522
RL|S1|C636	21	1736522
RL|S1|C675	21	1736522
RL|S1|C681	21	1736522
RL|S1|C689	21	1736522
RL|S1|C690	21	1736522
RL|S1|C735	21	1736522
RL|S1|C739	21	1736522
RL|S1|C743	21	1736522
RL|S1|C747	21	1736522
RL|S1|C772	21	1736522
RL|S1|C785	21	1736522
RL|S1|C790	21	1736522
RL|S1|C793	21	1736522
RL|S1|C799	21	1736522
RL|S1|C807	21	1736522
RL|S1|C816	21	1736522
RL|S1|C850	21	1736522
RL|S1|C854	21	1736522
RL|S1|C873	21	1736522
RL|S1|C877	21	1736522
RL|S1|C884	21	1736522
RL|S1|C885	21	1736522
RL|S1|C888	21	1736522
RL|S1|C890	21	1736522
RL|S1|C897	21	1736522
RL|S1|C900	21	1736522
RL|S1|C901	21	1736522
RL|S1|C931	21	1736522
RL|S1|C944	21	1736522
RL|S1|C950	21	1736522
RL|S1|C964	21	1736522
RL|S1|C970	21	1736522
RL|S1|C977	21	1736522
RL|S1|C982	21	1736522
RL|S1|C1000	21	1736522
RL|S1|C1006	21	1736522
RL|S1|C1022	21	1736522
RL|S1|C1026	21	1736522
RL|S1|C1044	21	1736522
RL|S1|C1051	21	1736522
RL|S1|C1053	21	1736522
RL|S1|C1062	21	1736522
RL|S1|C1064	21	1736522
RL|S1|C1070	21	1736522
RL|S1|C1075	21	1736522
RL|S1|C1088	21	1736522
RL|S1|C1091	21	1736522
RL|S1|C1109	21	1736522
RL|S1|C1123	21	1736522
RL|S1|C1160	21	1736522
RL|S1|C1169	21	1736522
RL|S1|C1183	21	1736522
RL|S1|C1187	21	1736522
RL|S1|C1193	21	1736522
RL|S1|C1220	21	1736522
RL|S1|C1223	21	1736522
RL|S1|C1232	21	1736522
RL|S1|C1245	21	1736522
RL|S1|C1263	21	1736522
RL|S1|C1282	21	1736522
RL|S1|C1300	21	1736522
RL|S1|C1337	21	1736522
RL|S1|C1354	21	1736522
RL|S1|C1378	21	1736522
RL|S1|C1381	21	1736522
RL|S1|C1408	21	1736522
RL|S1|C1415	21	1736522
RL|S1|C1420	21	1736522
RL|S1|C1462	21	1736522
RL|S1|C1472	21	1736522
RL|S1|C1480	21	1736522
RL|S1|C1481	21	1736522
RL|S1|C1485	21	1736522
RL|S1|C1497	21	1736522
RL|S1|C1502	21	1736522
RL|S1|C1562	21	1736522
RL|S1|C1565	21	1736522
RL|S1|C1570	21	1736522
RL|S1|C1579	21	1736522
RL|S1|C1588	21	1736522
RL|S1|C1604	21	1736522
RL|S1|C1621	21	1736522
RL|S1|C1629	21	1736522
RL|S1|C1631	21	1736522
RL|S1|C1633	21	1736522
RL|S1|C1635	21	1736522
RL|S1|C1638	21	1736522
RL|S1|C1647	21	1736522
RL|S1|C1657	21	1736522
RL|S1|C1675	21	1736522
RL|S1|C1701	21	1736522
RL|S1|C1703	21	1736522
RL|S1|C1704	21	1736522
RL|S1|C1710	21	1736522
RL|S1|C1730	21	1736522
RL|S1|C1738	21	1736522
RL|S1|C1788	21	1736522
RL|S1|C1807	21	1736522
RL|S1|C1808	21	1736522
RL|S1|C1814	21	1736522
RL|S1|C1820	21	1736522
RL|S1|C1840	21	1736522
RL|S1|C1847	21	1736522
RL|S1|C1873	21	1736522
RL|S1|C1877	21	1736522
RL|S1|C1878	21	1736522
RL|S1|C1886	21	1736522
RL|S1|C1895	21	1736522
RL|S1|C1917	21	1736522
RL|S1|C1924	21	1736522
RL|S1|C1937	21	1736522
RL|S1|C1944	21	1736522
RL|S1|C1954	21	1736522
RL|S1|C1968	21	1736522
RL|S1|C1976	21	1736522
RL|S1|C1980	21	1736522
RL|S1|C1983	21	1736522
RL|S1|C2000	21	1736522
RL|S1|C2005	21	1736522
RL|S1|C2017	21	1736522
RL|S1|C2026	21	1736522
RL|S1|C2027	21	1736522
RL|S1|C2028	21	1736522
RL|S1|C2033	21	1736522
RL|S1|C2045	21	1736522
RL|S1|C2068	21	1736522
RL|S1|C2077	21	1736522
RL|S1|C2080	21	1736522
RL|S1|C2106	21	1736522
RL|S1|C2108	21	1736522
RL|S1|C2110	21	1736522
RL|S1|C2121	21	1736522
RL|S1|C2132	21	1736522
RL|S1|C2154	21	1736522
RL|S1|C2176	21	1736522
RL|S1|C2201	21	1736522
RL|S1|C2203	21	1736522
RL|S1|C2219	21	1736522
RL|S1|C2243	21	1736522
RL|S1|C2260	21	1736522
RL|S1|C2299	21	1736522
RL|S1|C2302	21	1736522
RL|S1|C2309	21	1736522
RL|S1|C2326	21	1736522
RL|S1|C2342	21	1736522
RL|S1|C2387	21	1736522
RL|S1|C2404	21	1736522
RL|S1|C2411	21	1736522
RL|S1|C2440	21	1736522
RL|S1|C2454	21	1736522
RL|S1|C2504	21	1736522
RL|S1|C2516	21	1736522
RL|S1|C2517	21	1736522
RL|S1|C2545	21	1736522
RL|S1|C2551	21	1736522
RL|S1|C2558	21	1736522
RL|S1|C2569	21	1736522
RL|S1|C2581	21	1736522
RL|S1|C2583	21	1736522
RL|S1|C2584	21	1736522
RL|S1|C2588	21	1736522
RL|S1|C2616	21	1736522
RL|S1|C2626	21	1736522
RL|S1|C2634	21	1736522
RL|S1|C2640	21	1736522
RL|S1|C2675	21	1736522
RL|S1|C2679	21	1736522
RL|S1|C2689	21	1736522
RL|S1|C2692	21	1736522
RL|S1|C2699	21	1736522
RL|S1|C2707	21	1736522
RL|S1|C2720	21	1736522
RL|S1|C2732	21	1736522
RL|S1|C2735	21	1736522
RL|S1|C2760	21	1736522
RL|S1|C2776	21	1736522
RL|S1|C2777	21	1736522
RL|S1|C2790	21	1736522
RL|S1|C2799	21	1736522
RL|S1|C2871	21	1736522
RL|S1|C2873	21	1736522
RL|S1|C2903	21	1736522
RL|S1|C2911	21	1736522
RL|S1|C2933	21	1736522
RL|S1|C2936	21	1736522
RL|S1|C2948	21	1736522
RL|S1|C2965	21	1736522
RL|S1|C2975	21	1736522
RL|S1|C2981	21	1736522
RL|S1|C2991	21	1736522
RL|S1|C2999	21	1736522
RL|S1|C3004	21	1736522
RL|S1|C3007	21	1736522
RL|S1|C3026	21	1736522
RL|S1|C3061	21	1736522
RL|S1|C3072	21	1736522
RL|S1|C3074	21	1736522
RL|S1|C3093	21	1736522
RL|S1|C3098	21	1736522
RL|S1|C3112	21	1736522
RL|S1|C3116	21	1736522
RL|S1|C3121	21	1736522
RL|S1|C3141	21	1736522
RL|S1|C3155	21	1736522
RL|S1|C3166	21	1736522
RL|S1|C3169	21	1736522
RL|S1|C3172	21	1736522
RL|S1|C3190	21	1736522
RL|S1|C3211	21	1736522
RL|S1|C3224	21	1736522
RL|S1|C3237	21	1736522
RL|S1|C3260	21	1736522
RL|S1|C3330	21	1736522
RL|S1|C3344	21	1736522
RL|S1|C3356	21	1736522
RL|S1|C3366	21	1736522
RL|S1|C3396	21	1736522
RL|S1|C3407	21	1736522
RL|S1|C3424	21	1736522
RL|S1|C3437	21	1736522
RL|S1|C3446	21	1736522
RL|S1|C3502	21	1736522
RL|S1|C3514	21	1736522
RL|S1|C3542	21	1736522
RL|S1|C3547	21	1736522
RL|S1|C3575	21	1736522
RL|S1|C3614	21	1736522
RL|S1|C3666	21	1736522
RL|S1|C3673	21	1736522
RL|S1|C3675	21	1736522
RL|S1|C3676	21	1736522
RL|S1|C3692	21	1736522
RL|S1|C3720	21	1736522
RL|S1|C3747	21	1736522
RL|S1|C3800	21	1736522
RL|S1|C3843	21	1736522
RL|S1|C3845	21	1736522
RL|S1|C3846	21	1736522
RL|S1|C3856	21	1736522
RL|S1|C3859	21	1736522
RL|S1|C3882	21	1736522
RL|S1|C3923	21	1736522
RL|S1|C3935	21	1736522
RL|S1|C3937	21	1736522
RL|S1|C3946	21	1736522
RL|S1|C3959	21	1736522
RL|S1|C3970	21	1736522
RL|S1|C3975	21	1736522
RL|S1|C3976	21	1736522
RL|S1|C3982	21	1736522
RL|S1|C3994	21	1736522
RL|S1|C3997	21	1736522
RL|S1|C4035	21	1736522
RL|S1|C4045	21	1736522
RL|S1|C4082	21	1736522
RL|S1|C4091	21	1736522
RL|S1|C4106	21	1736522
RL|S1|C4107	21	1736522
RL|S1|C4112	21	1736522
RL|S1|C4116	21	1736522
RL|S1|C4127	21	1736522
RL|S1|C4131	21	1736522
RL|S1|C4142	21	1736522
RL|S1|C4150	21	1736522
RL|S1|C4161	21	1736522
RL|S1|C4197	21	1736522
RL|S1|C4213	21	1736522
RL|S1|C4214	21	1736522
RL|S1|C4225	21	1736522
RL|S1|C4236	21	1736522
RL|S1|C4281	21	1736522
RL|S1|C4298	21	1736522
RL|S1|C4299	21	1736522
RL|S1|C4327	21	1736522
RL|S1|C4348	21	1736522
RL|S1|C4352	21	1736522
RL|S1|C4363	21	1736522
RL|S1|C4367	21	1736522
RL|S1|C4375	21	1736522
RL|S1|C4379	21	1736522
RL|S1|C4380	21	1736522
RL|S1|C4382	21	1736522
RL|S1|C4398	21	1736522
RL|S1|C4436	21	1736522
RL|S1|C4458	21	1736522
RL|S1|C4471	21	1736522
RL|S1|C4473	21	1736522
RL|S1|C4489	21	1736522
RL|S1|C4496	21	1736522
RL|S1|C4516	21	1736522
RL|S1|C4519	21	1736522
RL|S1|C4525	21	1736522
RL|S1|C4544	21	1736522
RL|S1|C4548	21	1736522
RL|S1|C4565	21	1736522
RL|S1|C4570	21	1736522
RL|S1|C4583	21	1736522
RL|S1|C4604	21	1736522
RL|S1|C4610	21	1736522
RL|S1|C4625	21	1736522
RL|S1|C4629	21	1736522
RL|S1|C4646	21	1736522
RL|S1|C4655	21	1736522
RL|S1|C4659	21	1736522
RL|S1|C4667	21	1736522
RL|S1|C4694	21	1736522
RL|S1|C4696	21	1736522
RL|S1|C4705	21	1736522
RL|S1|C4741	21	1736522
RL|S1|C4745	21	1736522
RL|S1|C4751	21	1736522
RL|S1|C4762	21	1736522
RL|S1|C4767	21	1736522
RL|S1|C4776	21	1736522
RL|S1|C4780	21	1736522
RL|S1|C4781	21	1736522
RL|S1|C4794	21	1736522
RL|S1|C4796	21	1736522
RL|S1|C4801	21	1736522
RL|S1|C4814	21	1736522
RL|S1|C4818	21	1736522
RL|S1|C4820	21	1736522
RL|S1|C4824	21	1736522
RL|S1|C4836	21	1736522
RL|S1|C4844	21	1736522
RL|S1|C4886	21	1736522
RL|S1|C4888	21	1736522
RL|S1|C4916	21	1736522
RL|S1|C4932	21	1736522
RL|S1|C4959	21	1736522
RL|S1|C4985	21	1736522
RL|S1|C5006	21	1736522
RL|S1|C5009	21	1736522
RL|S1|C5028	21	1736522
RL|S1|C5036	21	1736522
RL|S1|C5062	21	1736522
RL|S1|C5074	21	1736522
RL|S1|C5112	21	1736522
RL|S1|C5125	21	1736522
RL|S1|C5137	21	1736522
RL|S1|C5167	21	1736522
RL|S1|C5184	21	1736522
RL|S1|C5238	21	1736522
RL|S1|C5261	21	1736522
RL|S1|C5282	21	1736522
RL|S1|C5283	21	1736522
RL|S1|C5292	21	1736522
RL|S1|C5324	21	1736522
RL|S1|C5338	21	1736522
RL|S1|C5345	21	1736522
RL|S1|C5352	21	1736522
RL|S1|C5362	21	1736522
RL|S1|C5378	21	1736522
RL|S1|C5382	21	1736522
RL|S1|C5404	21	1736522
RL|S1|C5412	21	1736522
RL|S1|C5418	21	1736522
RL|S1|C5429	21	1736522
RL|S1|C5446	21	1736522
RL|S1|C5462	21	1736522
RL|S1|C5477	21	1736522
RL|S1|C5496	21	1736522
RL|S1|C5500	21	1736522
RL|S1|C5509	21	1736522
RL|S1|C5513	21	1736522
RL|S1|C5520	21	1736522
RL|S1|C5528	21	1736522
RL|S1|C5530	21	1736522
RL|S1|C5593	21	1736522
RL|S1|C5597	21	1736522
RL|S1|C5599	21	1736522
RL|S1|C5603	21	1736522
RL|S1|C5610	21	1736522
RL|S1|C5617	21	1736522
RL|S1|C5628	21	1736522
RL|S1|C5629	21	1736522
RL|S1|C5637	21	1736522
RL|S1|C5657	21	1736522
RL|S1|C5666	21	1736522
RL|S1|C5683	21	1736522
RL|S1|C5694	21	1736522
RL|S1|C5698	21	1736522
RL|S1|C5722	21	1736522
RL|S1|C5727	21	1736522
RL|S1|C5746	21	1736522
RL|S1|C5758	21	1736522
RL|S1|C5776	21	1736522
RL|S1|C5803	21	1736522
RL|S1|C5807	21	1736522
RL|S1|C5816	21	1736522
RL|S1|C5819	21	1736522
RL|S1|C5827	21	1736522
RL|S1|C5836	21	1736522
RL|S1|C5846	21	1736522
RL|S1|C5857	21	1736522
RL|S1|C5867	21	1736522
RL|S1|C5890	21	1736522
RL|S1|C5906	21	1736522
RL|S1|C5913	21	1736522
RL|S1|C5918	21	1736522
RL|S1|C5923	21	1736522
RL|S1|C5934	21	1736522
RL|S1|C5943	21	1736522
RL|S1|C5979	21	1736522
RL|S1|C5987	21	1736522
RL|S1|C6009	21	1736522
RL|S1|C6020	21	1736522
RL|S1|C6032	21	1736522
RL|S1|C6039	21	1736522
RL|S1|C6068	21	1736522
RL|S1|C6085	21	1736522
RL|S1|C6086	21	1736522
RL|S1|C6103	21	1736522
RL|S1|C6116	21	1736522
RL|S1|C6117	21	1736522
RL|S1|C6161	21	1736522
RL|S1|C6164	21	1736522
RL|S1|C6169	21	1736522
RL|S1|C6185	21	1736522
RL|S1|C6196	21	1736522
RL|S1|C6197	21	1736522
RL|S1|C6218	21	1736522
RL|S1|C6228	21	1736522
RL|S1|C6232	21	1736522
RL|S1|C6237	21	1736522
RL|S1|C6242	21	1736522
RL|S1|C6253	21	1736522
RL|S1|C6254	21	1736522
RL|S1|C6270	21	1736522
RL|S1|C6327	21	1736522
RL|S1|C6333	21	1736522
RL|S1|C6348	21	1736522
RL|S1|C6349	21	1736522
RL|S1|C6350	21	1736522
RL|S1|C6379	21	1736522
RL|S1|C6391	21	1736522
RL|S1|C6423	21	1736522
RL|S1|C6429	21	1736522
RL|S1|C6438	21	1736522
RL|S1|C6440	21	1736522
RL|S1|C6457	21	1736522
RL|S1|C6481	21	1736522
RL|S1|C6493	21	1736522
RL|S1|C6503	21	1736522
RL|S1|C6514	21	1736522
RL|S1|C6525	21	1736522
RL|S1|C6560	21	1736522
RL|S1|C6561	21	1736522
RL|S1|C6583	21	1736522
